Are you self-employed?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Do you believe your productivity is ever affected by a mental health issue?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?
1,,,,,,,,,Not applicable to me,Unsure,No,,No,,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,52,F,United States of America
0,I don't know,Yes,Yes,Maybe,No,Maybe,No,No,,,No,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,N/A,1,Not applicable to me,Often,33,Enby,United Kingdom
0,Yes,I don't know,Maybe,No,No,Maybe,I don't know,No,,,Maybe,"Only if an accommodation were needed as condition of employment, or I needed the answer in deciding whether to accept employment",No,Not if I wanted to get hired!,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,58,Male,United States of America
0,No,No,Yes,Yes,No,No,No,No,,,No,because it would kill my job chances,No,because it would kill my chances at the job,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,1,Rarely,Often,30,male,Canada
1,,,,,,,,,Not applicable to me,Not applicable to me,Maybe,Might have. Bad impact on how they view my performance ,No,Same,"Yes, I think it would",Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,46,Malr,Sweden
0,I don't know,I don't know,Maybe,No,No,No,I don't know,No,,,No,I wouldn't want any mental health issues to affect hiring decisions with respect to me.,No,"Again, I wouldn't want mental health issues to affect hiring decisions with respect to me.",Maybe,"No, I don't think they would",Somewhat not open,Maybe/Not sure,Yes,0,Not applicable to me,Sometimes,45,male,United States of America
0,No,No,Yes,Yes,No,No,I don't know,No,,,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,N/A,1,Not applicable to me,Not applicable to me,26,f,Canada
0,Yes,No,Yes,No,No,No,No,No,,,Yes,Employers seem to be more willing to deal with workplace assistance for physical ailments.,No,I feel like mental health issues (at least in my state of Pennsylvania) have little or poorly administered protection in the workplace.,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,N/A,1,Rarely,Often,22,Male,United States of America
0,I don't know,No,Yes,No,No,No,I don't know,No,,,Maybe,I would only bring it up if relevent.,Yes,These would be more likely to directly effect my work I think,Maybe,"No, I don't think they would",Very open,No,,0,Not applicable to me,Sometimes,21,Male,United States of America
0,Yes,Yes,Maybe,No,Maybe,Yes,I don't know,No,,,Maybe,Legislation in my jurisdiction mandates certain protections for employees who need concessions due to health.,No,"Despite the legal protections, mental health in my area still suffers a significant amount stigma.",Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Maybe,1,Rarely,Sometimes,3,Male,Canada
0,I don't know,Yes,No,Maybe,No,Yes,Yes,No,,,Maybe,"As a matter of privacy, I would not.",No,As a matter of privacy.,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,0,Not applicable to me,Not applicable to me,34,m,United States of America
0,I don't know,Yes,No,No,Maybe,Yes,Yes,No,,,No,I don't want to add any cause for bias until the hiring has been decided one way or another.,No,I don't want to add any cause for bias until the hiring has been decided one way or another.,Maybe,"No, I don't think they would",Somewhat not open,Maybe/Not sure,No,0,Not applicable to me,Not applicable to me,25,female,United States of America
0,Yes,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,,No,,"Yes, it has",Maybe,Somewhat open,"Yes, I observed",Maybe,1,Often,Often,27,Male,United States of America
0,Yes,No,Yes,No,No,No,No,Yes,,,No,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I experienced",Yes,1,Never,Sometimes,25,Female ,United States of America
0,Yes,Yes,No,No,Yes,Maybe,I don't know,No,,,Maybe,"Depends on the issue, how it affected my work or responsibilities.",Yes,I have done before. I have no issue talking about it.,"No, it has not","No, they do not",Somewhat open,N/A,,1,Never,Never,33,Male,United Kingdom
1,,,,,,,,,"No, because it would impact me negatively",No,No,"My mental health issues are well-managed. I'm open about them with people I trust, and happy to discuss them overall. But, it hasn't been relevant to bring up in the workplace. ",No,,"Yes, I think it would",Maybe,Very open,"Yes, I experienced",Yes,1,Never,Often,26,Female,Canada
0,No,No,Maybe,Maybe,Yes,No,I don't know,No,,,No,It may unconsciously affect their decision.,No,It may unconsciously affect their decision.,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,36,Female,United States of America
0,No,I don't know,Yes,Maybe,No,No,I don't know,No,,,No,Getting the job would be more important in the short term.,No,Getting the job would be more important in the short term#,Maybe,Maybe,Somewhat open,Maybe/Not sure,Maybe,1,Rarely,Rarely,26,Male,United Kingdom
0,Not eligible for coverage / N/A,No,No,No,Maybe,Maybe,I don't know,No,,,Yes,I would want a potential employer to understand the extent of my physical abilities and limitations up front to prevent misunderstandings down the road.,Yes,Same as physical: I would want a potential employer to understand the manifestations of my mental health issues up front to prevent misunderstandings.,"No, I don't think it would","No, I don't think they would",Somewhat open,Maybe/Not sure,No,0,Not applicable to me,Sometimes,34,Male,United States of America
0,Yes,No,Yes,No,Maybe,Maybe,No,Yes,,,No,Not relevant to hiring process,No,Because you wouldn't get hired or were docked in pay,"Yes, it has","Yes, they do",Very open,"Yes, I experienced",Yes,1,Sometimes,Often,34,Male,United States of America
0,Yes,No,Maybe,No,Maybe,No,No,No,,,No,Wouldn't want to jeopardize my chances at the position,No,Wouldn't want to jeopardize my chances. ,"No, I don't think it would","No, they do not",Very open,No,,1,Rarely,Often,25,Male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,"Depends on if it would affect my job, and even then I wouldn't necessarily bring it up in case it made them not hire me. Like a pregnancy for example.",No,They don't know me well enough to understand the full context behind any issues. ,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,1,Rarely,Sometimes,33,Female,United States of America
0,No,No,Maybe,No,Maybe,Maybe,I don't know,No,,,No,don't want it to effect willingness to give me job,No,same reason as above,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,,0,Not applicable to me,Not applicable to me,27,f,Canada
0,I don't know,No,Maybe,Maybe,No,No,I don't know,Yes,,,Maybe,It depends on the severity of the issue,No,I don't want it to reflect negatively on my ability to carry out my responsibilities,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,1,Not applicable to me,Not applicable to me,24,Female,Canada
0,Yes,No,Maybe,No,No,Maybe,I don't know,No,,,No,I would wait until I have an offer.,No,I think they would be less likely to make an offer.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,Rarely,Sometimes,47,female,United States of America
0,Yes,No,No,No,Yes,Yes,Yes,No,,,Yes,To make sure that my physical health issues would be accomodated,Maybe,"To ensure that my mental health issues would be accomodated, but it would depend on what the mental health issues I had were",Maybe,Maybe,Somewhat open,Maybe/Not sure,No,0,Not applicable to me,Not applicable to me,37,Male,United States of America
0,I don't know,No,Yes,Maybe,Maybe,Maybe,No,Yes,,,Maybe,"if it affected my ability to do the work, if it required modifications to my environment",No,"I'm pretty sure that would eliminate me as a candidate. or it would trigger a bias in even the most well intentioned hiring team. it would make them suspicious of me and my technical abilities. finally, there is an ugly history of conflating mental illness with hysteria, or being ""too emotional"", I would be afraid that this would trigger certain stereotypes to surface ","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,1,Never,Often,35,genderqueer woman,United States of America
0,Yes,No,Yes,No,No,No,I don't know,No,,,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,Maybe,1,Often,Often,30,Male,United States of America
0,Yes,Yes,Maybe,No,No,Maybe,Yes,No,,,Maybe,"I would like to think that health issues should be unrelated to the hiring process, but I know this is not always the case. Thus my ""maybe"" answer.",No,"I've directly witnessed people terminated for issues related to mental health issues before. Unless required by law or an ethical issue (like a pre-interview agreement), I wouldn't disclose any mental issues. I realize that this is not the best point of view, and it's why things like OSMI are so important.","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,42,male,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Unsure,No,This has always resulted in being turned down for the position I interviewed for.,No,I believe it would result in not being hired.,"Yes, I think it would","Yes, they do",Somewhat open,N/A,,1,Sometimes,Often,36,Female,United States of America
0,Yes,No,No,No,No,Yes,I don't know,No,,,No,,No,,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,31,male,United States of America
0,Yes,Yes,Maybe,No,Maybe,Maybe,I don't know,No,,,Maybe,Only if it's something I would need accommodations for,No,I wouldn't want stigma or prescribed ideas of what I can/can't do to affect my chances of getting hired.,Maybe,"No, I don't think they would",Very open,"Yes, I observed",Maybe,0,Not applicable to me,Sometimes,28,female,United States of America
0,Yes,Yes,Maybe,No,Yes,Yes,I don't know,Yes,,,Maybe,I would not want it to prevent me from getting the job.,No,I feel like that would negatively affect my employment opportunities.,"Yes, it has","Yes, they do",Somewhat open,"Yes, I experienced",Maybe,1,Sometimes,Often,36,Female,United States of America
0,Yes,No,Yes,No,Maybe,Maybe,I don't know,No,,,No,It's not relevant.,No,It's not relevant.,"Yes, it has",Maybe,Somewhat open,No,,1,Sometimes,Often,36,Female,United States of America
0,I don't know,No,No,No,No,No,I don't know,No,,,Maybe,There's always the concern that someone else would get hired purely out of the convenience for the employer of not having to deal with a physical health issue,No,"Leading with a mental health issue seems like it is immediately going to be seen as far more severe, problematic, etc.",Maybe,"Yes, I think they would",Neutral,Maybe/Not sure,Maybe,1,Rarely,Often,32,m,Canada
1,,,,,,,,,Not applicable to me,Yes,Maybe,,No,Fear it would be held against me.,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,42,male,United States of America
0,Yes,No,Maybe,No,No,Maybe,I don't know,No,,,Maybe,I think it could lead to not being hired.,No,I think it would definitely lead to not being hired.,Maybe,Maybe,Neutral,Maybe/Not sure,Maybe,0,Never,Sometimes,41,Female,United States of America
0,Yes,No,No,No,Maybe,Maybe,Yes,No,,,Maybe,,Maybe,,"No, I don't think it would",Maybe,Somewhat not open,No,,0,Not applicable to me,Not applicable to me,36,Male,Sweden
0,Yes,Yes,Yes,No,Maybe,No,Yes,No,,,No,Just one more thing to filter me out ,No,Just one more thing to filter me out,Maybe,"No, I don't think they would",Very open,N/A,,1,Not applicable to me,Often,23,Male,United States of America
0,Yes,Yes,No,Maybe,Maybe,No,Yes,No,,,Maybe,The interviewer might be uninformed as to the impact of my disability on my ability to do the job.,No,There is a stigma surrounding mental health issues.  I must trust someone before sharing that info.,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,1,Sometimes,Often,54,Female,United States of America
0,I don't know,Yes,Maybe,No,Yes,Maybe,I don't know,Yes,,,Maybe,It would depend on the job requirements and expectations,Maybe,"It would depend on the job expectations, culture, and expectations.",Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,Maybe,0,Not applicable to me,Not applicable to me,34,female,United States of America
0,I don't know,No,Yes,No,Yes,Yes,I don't know,No,,,No,im not gonna risk that,No,not gonna risk that !,"Yes, I think it would",Maybe,Very open,No,,0,Not applicable to me,Not applicable to me,36,m,Netherlands
0,Yes,No,Maybe,No,Maybe,Maybe,I don't know,No,,,No,"People like to associate mental health with drama, and might feel like you'd make the workplace more hostile.",No,,Maybe,Maybe,Very open,"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,27,male,United States of America
0,Yes,No,Maybe,No,Maybe,Maybe,I don't know,No,,,Maybe,depends if it is relevant to my job,No,because I can't control their reaction and unlike physical disorders which are better understood metal disorders are often less understood and judged more ,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I experienced",Yes,1,Never,Never,32,male,United States of America
0,Yes,No,Yes,Yes,Maybe,No,No,No,,,Maybe,,Maybe,,Maybe,Maybe,Not open at all,Maybe/Not sure,N/A,1,Sometimes,Sometimes,21,Male,Germany
0,I don't know,Yes,No,No,Yes,Yes,Yes,No,,,Yes,It would have bearing on the job,Yes,Same reason as physical,Maybe,"No, I don't think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,44,m,United States of America
0,I don't know,I don't know,No,No,Maybe,Yes,Yes,No,,,No,,No,,Maybe,Maybe,Somewhat not open,No,,0,Sometimes,Sometimes,33,m,United States of America
0,Yes,No,Maybe,No,No,No,No,Yes,,,Yes,"Pretty obvious when you're on crutches, tends to raise questions!",No,I have a difficult enough time with my physical disabilities. Opening up my mental health issues at that time would serve no purpose,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I experienced",No,1,Sometimes,Often,38,M,United Kingdom
0,Yes,Yes,Maybe,No,Maybe,Maybe,No,No,,,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,0,Sometimes,Sometimes,38,Male,Ireland
1,,,,,,,,,Not applicable to me,Unsure,No,currently no reason to. ,No,currently no reason to,"No, I don't think it would","No, I don't think they would",Somewhat not open,No,,0,Not applicable to me,Not applicable to me,38,female,United States of America
0,I don't know,No,Maybe,Maybe,No,No,No,Yes,,,Maybe,"In usual enterprises do not give importance to health or problems from the 'worker'. It is a big wall, still, unhapiness. ",Yes,"Because it can affect the business, me and him if i am in bad mode.","Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,1,Sometimes,Not applicable to me,22,Female,Brazil
1,,,,,,,,,"Yes, always",Yes,Maybe,If it would limit or prevent me from doing my job or interfere with work schedules.,Maybe,If my prospective job was high stress or could trigger anxiety,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,1,Sometimes,Often,33,mtf,United States of America
0,I don't know,No,Maybe,Maybe,No,Yes,No,No,,,Maybe,,Maybe,,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,27,f,Canada
1,,,,,,,,,"Sometimes, if it comes up",Yes,No,Doesn't seem appropriate at an interview.,No,Wouldn't get the job.,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,1,Rarely,Sometimes,55,female,United States of America
0,No,No,Maybe,No,Yes,No,I don't know,No,,,No,A health issue would have a negative effect on getting the job.,No,It would be a negative in the hiring process.,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,Maybe,1,Rarely,Sometimes,66,male,United States of America
0,I don't know,No,Maybe,Maybe,No,No,Yes,No,,,No,Health benefits are expensive and few business hire someone they know will cost them a lot.,No,I believe it would severely hinder your chances of getting a job,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),N/A,,1,Not applicable to me,Not applicable to me,25,Male,United States of America
0,Not eligible for coverage / N/A,No,Maybe,No,Maybe,Maybe,I don't know,No,,,Maybe,,No,,Maybe,Maybe,Neutral,"Yes, I observed",Maybe,0,Not applicable to me,Not applicable to me,22,Male,Netherlands
0,No,No,No,No,Yes,Yes,No,No,,,Maybe,maybe this physical health issue will not change the way I work,Maybe,"Yes, this shit can crack my workflow, you know? ","No, I don't think it would",Maybe,Somewhat not open,Maybe/Not sure,Maybe,0,Sometimes,Often,29,male,Brazil
0,No,Yes,Yes,No,No,Yes,I don't know,Yes,,,No,,Maybe,,"Yes, it has","Yes, they do",Somewhat not open,"Yes, I experienced",Maybe,1,Sometimes,Sometimes,33,Male,New Zealand
0,No,No,Maybe,No,No,No,I don't know,No,,,Yes,,No,,"Yes, I think it would","Yes, I think they would",Not open at all,No,,0,Not applicable to me,Not applicable to me,27,Male,Sweden
0,I don't know,No,Yes,Maybe,No,Maybe,I don't know,No,,,Maybe,,Maybe,,"Yes, it has","Yes, they do",Somewhat not open,Maybe/Not sure,Yes,1,Never,Sometimes,44,male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,I would bring it up if I am asked or if during the interview I think such issue may influence my performance.,Maybe,I would bring it up if during the interview I think such issue may influence my performance.,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,N/A,1,Rarely,Often,38,Male,Bulgaria
0,I don't know,No,Maybe,No,No,No,I don't know,No,,,Maybe,,No,,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,32,M,United States of America
0,Yes,Yes,Yes,No,Maybe,No,No,No,,,No,Immediate disqualification,No,Immediate dismissal,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,59,female,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,"I have a physical disability that is not visible. If I don't bring it up, it will make itself known down the line. Better to bring it up when I am in control of the situation, than to call in sick and surprise the employer. This also affect insurance policy, so keeping it hidden doesn't work out so well.",Maybe,"I probably would, if it had the same effect as my disability. If not, I can't say how I would act.",Maybe,Maybe,Somewhat open,Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,43,man,Sweden
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,Because physical issues are visible,No,Because It makes me vulnerable,"Yes, I think it would",Maybe,Very open,N/A,,1,Sometimes,Often,55,female,Germany
0,Yes,I don't know,No,No,Yes,Yes,Yes,No,,,Yes,"Because if they can't deal with it, then I don't want to work with them.",Yes,"I would only bring it up if I felt it was going to negatively impact my work. If I knew it was, then it would only be fair to share it up front.","No, I don't think it would","No, I don't think they would",Very open,No,,1,Sometimes,Sometimes,32,Male,United States of America
0,Not eligible for coverage / N/A,No,Yes,No,No,No,No,No,,,Maybe,,Maybe,,"Yes, I think it would","Yes, I think they would",Not open at all,Maybe/Not sure,No,0,Not applicable to me,Not applicable to me,41,male,United Kingdom
0,No,No,No,No,Yes,Yes,Yes,No,,,Yes,"If it will affect my work, or require that I be treated differently from others, the employer needs to know about it before hiring me.",Maybe,"Depends on the mental health issue and how I feel about the interviewer.  But just like a physical issue, if it's going to affect my employment, the employer should know about it up front. ","Yes, I think it would",Maybe,Very open,No,,1,Rarely,Sometimes,38,f,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,No,Fear of not getting the job,No,Fear of not getting the job,"Yes, I think it would",Maybe,Not open at all,Maybe/Not sure,Maybe,1,Sometimes,Often,46,Male,United States of America
0,No,Yes,No,No,Yes,Maybe,No,No,,,No,There isn't a physical health issue that would affect the sort of work I do without stopping me working altogether.,Maybe,"It depends on how the interview is going, and how the condition may/may not affect the role.","Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I observed",Maybe,1,Rarely,Sometimes,43,Male,United Kingdom
0,Yes,No,No,No,Maybe,Yes,Yes,No,,,No,It has nothing to do with my ability to perform my role.,No,"Again, it has nothing to do with the ability to perform my role. I am not my mental illness.","No, I don't think it would","No, they do not",Somewhat not open,"Yes, I experienced",No,1,Sometimes,Often,29,Female,United States of America
1,,,,,,,,,Not applicable to me,Yes,Yes,"I have back issues, neck issues and on occasion may need time off for treatment",Yes,"Depression, burn out and related issues often need attention. I wouldn't work for someone who didn't respect that.",Maybe,Maybe,Somewhat open,N/A,,0,Not applicable to me,Not applicable to me,42,male,United States of America
0,I don't know,Yes,No,No,Yes,Maybe,I don't know,No,,,No,I think it would lower my chances of getting the job and take away from all the things that I can bring to the job! ,No,"Same thing, lower chances of getting the job and fear that they would zone in on that rather than all the awesomeness I can bring ","Yes, I think it would","Yes, I think they would",Neutral,No,,0,Not applicable to me,Not applicable to me,25,female ,United States of America
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,No,"Well of course the employer doesn't want to hire people with significant physical health issues, especially if it's the first issue which comes up. Iv'e had to fill in Afghanistan for my country as asking country would make it too easy to identify me. You shouldn't be asking such personal questions on an anonymous survey.",No,"Well of course the employer doesn't want to hire people with significant physical health issues, especially if it's the first issue which comes up. On the other hand I would be comfortable putting in specific conditions for hours (time or amount) which I require for my own mental health. I'm looking for employment, not a psychological counsellor when I see work.","Yes, I think it would","Yes, they do",Neutral,Maybe/Not sure,No,0,Sometimes,Often,49,Male,Afghanistan
0,No,Yes,Yes,Yes,No,No,I don't know,No,,,No,"Unless the issue severely stops me from working, I think mentioning it would affect my chances. ",No,"I do not think that they would understand, and it would affect their decision. ",Maybe,Maybe,Somewhat open,Maybe/Not sure,No,1,Sometimes,Sometimes,36,Male,Pakistan
1,,,,,,,,,Not applicable to me,Yes,Yes,,Maybe,,"Yes, I think it would",Maybe,Somewhat not open,"Yes, I observed",Maybe,0,Not applicable to me,Often,30,Male,United Kingdom
0,I don't know,No,Maybe,No,Maybe,Maybe,No,No,,,Maybe,It depends on the issue and how I feel like the employer is likely to respond.,No,I feel like they'd not hire me because of it. They'd come up with some BS excuse but I'd suspect it'd be because of the mental health issue.,"No, I don't think it would",Maybe,Somewhat open,N/A,,0,Not applicable to me,Not applicable to me,28,Male,United States of America
0,I don't know,No,Maybe,Maybe,No,No,No,No,,,Maybe,If i felt it would negatively effect my chances of getting the position,No,I feel like it would prevent my future employment,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,Yes,1,Sometimes,Often,37,m,United States of America
0,Not eligible for coverage / N/A,No,Yes,No,No,No,I don't know,Yes,,,No,"Not unless it was relevant to my job, but I do not go after jobs where that could be and I do not really have any physical health issues. I would not bring up an intention to get pregnant either (which could be considered as such).",No,To avoid stigma.,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Maybe,0,Rarely,Often,23,female,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,I would not feel it inappropriate,Maybe,Not sure how I'd feel about. I haven't had one,Maybe,Maybe,Neutral,N/A,,0,Not applicable to me,Not applicable to me,37,Male,United Kingdom
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,,Maybe,,"Yes, it has",Maybe,Very open,Maybe/Not sure,Maybe,1,Often,Often,42,m,Netherlands
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,No,I am privileged enough to know how to do prior research. I expect to find answers to my question in existing resources on the HR site.,No,,Maybe,"Yes, I think they would",Somewhat not open,No,,1,Sometimes,Often,32,male,United States of America
0,No,I don't know,No,No,No,Maybe,I don't know,No,,,Maybe,"If I was desperate for the job, I would not want to jeopardize my candidacy. On the other hand, if the health issue was very serious and could interfere with the responsibilities of the position, I feel that the employer should probably know about it.",Maybe,"If I was desperate for the job, I would not want to jeopardize my candidacy. On the other hand, if the health issue was very serious and could interfere with the responsibilities of the position, I feel that the employer should probably know about it.",Maybe,Maybe,Somewhat not open,Maybe/Not sure,Yes,0,Not applicable to me,Not applicable to me,28,Male,Canada
0,I don't know,No,No,No,No,Maybe,I don't know,No,,,Maybe,,No,,Maybe,Maybe,Neutral,No,,1,Sometimes,Sometimes,28,M,United Kingdom
0,Yes,No,Maybe,No,No,No,No,No,,,Maybe,"depends on the issue, afraid of presumptions",No,"more personal issue, afraid of looking like an excuse (see: why don't you just smile more?)","Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,N/A,1,Sometimes,Often,29,Male,United States of America
0,I don't know,No,No,No,Yes,Yes,Yes,No,,,No,Would be concerned I wouldn't be considered for the position.,No,Would be concerned I wouldn't be considered for the position.,"Yes, I think it would","Yes, I think they would",Very open,"Yes, I observed",Yes,0,Sometimes,Often,35,Male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Yes,"For example I might need a standing desk or special chair, that is considered more 'normal' than explaining your special needs for a mental health condition. ",No,"It would be considered strange. I am already a minority, I don't need more negative things counted against me in an interview. ","Yes, it has","Yes, they do",Somewhat open,No,,1,Sometimes,Often,31,Female,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,If it would impact my performance.,No,"I am bi-polar. For many people, their only understanding of bi-polar is the mass shooter on the nightly news. That is so far from the reality of most bi-polar people that it's like saying because you drive a car you must be a drunk driver.","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Sometimes,Often,46,Female,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Unsure,Maybe,It would really depend on the circumstances,Maybe,"Same as before, it would really depend on the circumstances.",Maybe,Maybe,Somewhat open,"Yes, I observed",Maybe,1,Rarely,Sometimes,19,male,United States of America
0,Not eligible for coverage / N/A,Yes,No,No,Yes,Yes,Yes,No,,,Maybe,During the interview process I wouldn't yet know details of the company's policy on this.,Maybe,,"No, I don't think it would","No, I don't think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,35,Male,Sweden
0,Yes,No,No,No,Yes,Yes,I don't know,No,,,Maybe,,Maybe,,"No, I don't think it would","No, I don't think they would",Very open,"Yes, I observed",No,0,Rarely,Never,31,Male,United Kingdom
1,,,,,,,,,Not applicable to me,Unsure,Maybe,,Maybe,Sure,Maybe,Maybe,Somewhat not open,No,,0,Not applicable to me,Not applicable to me,31,Male,United States of America
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,Yes,It's relevant.,Yes,It's also relevant,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Maybe,0,Not applicable to me,Not applicable to me,37,m,Canada
0,I don't know,Yes,No,No,Yes,Yes,Yes,No,,,Maybe,Would just depend on the relevance to the discussion.  I wouldn't bring it up unless necessary.,Maybe,Would just depend on the relevance to the discussion.  I wouldn't bring it up unless necessary.,Maybe,"No, I don't think they would",Very open,No,,1,Never,Often,34,Female,United States of America
0,Yes,No,No,No,Maybe,Yes,I don't know,No,,,Maybe,Yes if it would impact my work,Maybe,If it meant that I needed a flex schedule or similar accomodation,"No, I don't think it would",Maybe,Very open,No,,1,Never,Sometimes,39,Woman,United States of America
1,,,,,,,,,Not applicable to me,Unsure,Maybe,"Depends on the physical health issue and how severely it affects me. For example, I would talk about my carpal tunnel, because it affects my job performance and I need ergonomic keyboards and mice in order to not be in constant pain. I wouldn't bring up my polycystic ovarian syndrome (PCOS) because it does not affect my work performance.",Maybe,"I probably wouldn't, depending on what the hypothetical mental health issue is.","Yes, I think it would","Yes, I think they would",Very open,No,,1,Not applicable to me,Sometimes,29,Female,United States of America
0,Yes,No,Maybe,No,No,Maybe,I don't know,No,,,Yes,,No,Feel like they would potentially not hire because of mental health issues,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,1,Rarely,Often,29,female,United States of America
0,Yes,No,No,No,Yes,Yes,No,No,,,Yes,"If I have a physical health issue, the new employer needs to be aware of it before hiring me.",Maybe,It would depend on the type of MH iddue.,Maybe,Maybe,Somewhat open,No,,1,Never,Sometimes,63,Male,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,,No,might not get the job,Maybe,Maybe,Somewhat open,Maybe/Not sure,Maybe,1,Rarely,Often,45,male,Australia
